birth_date,card_id,enrollment_end_date,enrollment_start_date,first_name,gender,last_name
1958-11-18,ID16451283686,2999-12-31,2020-07-01,Marie,F,Samples
1988-04-11,ID16473530733,2999-12-31,2020-06-01,Michelle,F,Newby
1950-12-28,ID16479092319,2020-04-28,2020-04-01,Martha,F,Jones
1960-04-20,ID16505934024,2999-12-31,2020-03-01,Olive,F,Newman
1964-03-12,ID16507301089,2999-12-31,2020-10-01,Billie,F,Bramuchi
1956-04-02,ID16520423676,2999-12-31,2018-10-01,Christopher,M,Harvey
1961-04-03,ID16532570994,2020-04-28,2019-04-01,Ha,F,Lutz
1973-02-01,ID16593019294,2999-12-31,2018-01-01,Christopher,M,Hernandez
1964-04-16,ID16599140496,2020-07-28,2019-10-01,Mark,M,Amick
1978-07-17,ID16632473868,2017-08-01,2017-02-01,Adam,M,Fox
1978-07-17,ID16632473868,2999-12-31,2018-05-01,Adam,M,Fox
1963-10-01,ID16659616616,2020-02-28,2020-05-01,Ruth,F,Perez
1946-11-30,ID16667595541,2020-07-28,2019-10-01,Sharon,F,Murray
1960-07-23,ID16703061069,2019-12-01,2019-06-01,Alicia,F,Roop
1960-07-23,ID16703061069,2999-12-31,2020-09-01,Alicia,F,Roop
1972-11-08,ID16707223055,2020-03-28,2018-03-01,Christine,F,Moffitt
1967-08-06,ID16737110023,2020-01-28,2018-02-01,Alexandra,F,Bassett
1975-11-17,ID16793795554,2020-06-28,2019-01-01,Nathanael,M,Klug
1953-01-08,ID16859829275,2020-05-28,2019-07-01,Gloria,F,Harrington
1953-01-08,ID16859829275,2018-10-01,2018-04-01,Gloria,F,Harrington
1968-10-02,ID16863969015,2999-12-31,2020-03-01,Pamela,F,Fullerton
1964-12-02,ID16941087893,2020-03-28,2020-10-01,Mia,F,Holsapple
1951-08-17,ID16951684193,2020-01-28,2018-05-01,Theresa,F,Rodriguez
1987-03-23,ID16958451723,2999-12-31,2019-01-01,Michael,M,Rodriquez
1987-03-23,ID16958451723,2018-04-01,2017-10-01,Michael,M,Rodriquez
1953-06-16,ID16959363485,2999-12-31,2019-05-01,Jane,F,Davis
1965-05-13,ID16963139259,2999-12-31,2019-10-01,Barbara,F,Newman
1951-12-31,ID17013809431,2020-03-28,2018-04-01,Nancy,F,Juarez
1967-03-28,ID17035482167,2017-11-01,2017-05-01,Amy,F,Rice
1967-03-28,ID17035482167,2020-06-28,2018-08-01,Amy,F,Rice
1958-02-28,ID17090925118,2020-07-28,2020-04-01,Laura,F,Knox
1990-03-01,ID17117877026,2018-09-01,2018-03-01,Patricia,F,Scruggs
1990-03-01,ID17117877026,2999-12-31,2019-06-01,Patricia,F,Scruggs
1964-08-01,ID17144309723,2020-06-28,2019-03-01,Brandi,F,Flora
1967-05-14,ID17210777857,2020-03-28,2020-01-01,Janette,F,Hall
1956-05-14,ID17230476477,2020-06-28,2018-02-01,Robert,M,Wood
1986-03-03,ID17296311317,2020-02-28,2018-06-01,Lonnie,M,Basinger
1961-12-22,ID17383039408,2999-12-31,2020-09-01,Elva,F,Gonzalez
1949-09-08,ID17405963945,2019-06-01,2018-12-01,Crystle,F,Tenbusch
1949-09-08,ID17405963945,2020-06-28,2020-03-01,Crystle,F,Tenbusch
1958-03-25,ID17452734147,2019-05-01,2018-11-01,Marcel,M,Adkins
1958-03-25,ID17452734147,2999-12-31,2020-02-01,Marcel,M,Adkins
1955-12-06,ID17487327260,2020-02-28,2020-06-01,Sandra,F,Mcnair
1955-12-06,ID17487327260,2019-09-01,2019-03-01,Sandra,F,Mcnair
1976-12-22,ID17489849646,2999-12-31,2018-01-01,Tricia,F,Taylor
1960-09-02,ID17512563267,2020-06-28,2019-07-01,Rebecca,F,Harvey
1957-09-09,ID17587629140,2999-12-31,2018-09-01,Minnie,F,Dennis
1957-09-09,ID17587629140,2017-12-01,2017-06-01,Minnie,F,Dennis
1986-01-22,ID17631114065,2999-12-31,2019-02-01,Lois,F,Anderson
1964-12-05,ID17661252975,2999-12-31,2019-10-01,Linda,F,Miller
1964-12-05,ID17661252975,2019-01-01,2018-07-01,Linda,F,Miller
1974-11-26,ID17664517129,2999-12-31,2018-08-01,Edward,M,Ress
1974-11-26,ID17664517129,2017-11-01,2017-05-01,Edward,M,Ress
1982-07-04,ID17674327233,2020-04-28,2018-02-01,Michael,M,Roberts
1951-06-19,ID17685048918,2020-03-28,2020-07-01,Christopher,M,Evans
1982-12-23,ID17697862717,2999-12-31,2019-01-01,William,M,Richard
1976-01-16,ID17718323982,2999-12-31,2019-05-01,Sherry,F,Thompson
1976-01-16,ID17718323982,2018-08-01,2018-02-01,Sherry,F,Thompson
1976-02-19,ID17773659937,2020-07-28,2019-08-01,James,M,Davis
1976-02-19,ID17773659937,2018-11-01,2018-05-01,James,M,Davis
1954-03-11,ID17783330848,2999-12-31,2020-07-01,Victoria,F,Anderson
1964-07-19,ID17792299561,2020-03-28,2019-01-01,Gloria,F,Cousins
1986-07-03,ID17797936094,2999-12-31,2018-06-01,Richard,M,Jacobs
1959-01-07,ID17876021429,2999-12-31,2018-09-01,Christopher,M,Dasilva
1956-10-03,ID17882988934,2020-07-28,2018-10-01,Dorothy,F,Ho
1974-06-22,ID17969426896,2020-02-28,2018-01-01,Thomas,M,Washington
1955-02-05,ID18024725369,2999-12-31,2019-10-01,Tony,M,Gladding
1957-05-25,ID18034582622,2999-12-31,2019-02-01,Nancy,F,Kraeger
1962-04-15,ID18049435067,2999-12-31,2020-08-01,Rosetta,F,Traylor
1973-01-27,ID18061317395,2999-12-31,2020-07-01,Freida,F,Saylor
1949-07-17,ID18065756155,2999-12-31,2018-07-01,Suzann,F,Digangi
1950-12-07,ID18095627304,2999-12-31,2019-07-01,Debra,F,Perez
1961-09-01,ID18159592404,2999-12-31,2018-05-01,Mamie,F,Emmons
1968-09-22,ID18201704061,2999-12-31,2018-10-01,George,M,Hamill
1962-06-13,ID18204221635,2018-06-01,2017-12-01,Eddie,F,Kamiya
1962-06-13,ID18204221635,2999-12-31,2019-03-01,Eddie,F,Kamiya
1974-06-25,ID18228780180,2999-12-31,2018-04-01,Jeremy,M,Palovick
1974-06-25,ID18228780180,2017-07-01,2017-01-01,Jeremy,M,Palovick
1958-09-22,ID18239921777,2019-08-01,2019-02-01,Spencer,M,Felton
1958-09-22,ID18239921777,2999-12-31,2020-05-01,Spencer,M,Felton
1964-05-24,ID18248565916,2999-12-31,2020-06-01,Edward,M,Mathies
1961-07-10,ID18278445799,2020-04-28,2020-08-01,Carter,M,Burks
1964-08-26,ID18336478781,2020-05-28,2018-09-01,Yvette,F,Dell
1964-08-26,ID18336478781,2017-12-01,2017-06-01,Yvette,F,Dell
1970-08-02,ID18337955015,2999-12-31,2019-04-01,Stanley,M,Garcia
1970-08-02,ID18337955015,2018-07-01,2018-01-01,Stanley,M,Garcia
1962-02-17,ID18370286969,2017-08-01,2017-02-01,Jacqueline,F,Brand
1962-02-17,ID18370286969,2999-12-31,2018-05-01,Jacqueline,F,Brand
1955-05-12,ID18416018708,2020-02-28,2018-07-01,Kathleen,F,Devilbiss
1955-05-12,ID18416018708,2017-10-01,2017-04-01,Kathleen,F,Devilbiss
1965-03-24,ID18444783621,2020-04-28,2020-02-01,Lucretia,F,Barta
1993-11-16,ID18462567589,2020-01-28,2020-09-01,Lucretia,F,Clarke
1975-09-23,ID18467044764,2999-12-31,2020-10-01,David,M,Smith
1975-09-23,ID18467044764,2020-01-01,2019-07-01,David,M,Smith
1958-08-14,ID18542791462,2020-01-28,2020-06-01,Angela,F,Witherspoon
1962-05-03,ID18579077154,2999-12-31,2018-02-01,Rachel,F,Gate
1977-08-10,ID18583019909,2999-12-31,2020-08-01,Tammy,F,Newman
1972-02-13,ID18587743142,2999-12-31,2019-08-01,William,M,Brooks
1982-10-10,ID18674826596,2020-02-28,2018-01-01,Harry,M,Hilyer
1966-12-22,ID18680238136,2020-07-28,2020-04-01,William,M,Mcdaniel
1960-04-30,ID18687195236,2018-12-01,2018-06-01,Brandon,M,Taylor
1960-04-30,ID18687195236,2020-07-28,2019-09-01,Brandon,M,Taylor
1969-03-16,ID18703674613,2999-12-31,2020-10-01,Richard,M,Anthony
1961-12-30,ID18763078368,2019-08-01,2019-02-01,Patricia,F,Cooper
1961-12-30,ID18763078368,2020-05-28,2020-05-01,Patricia,F,Cooper
1952-05-02,ID18810568995,2999-12-31,2020-07-01,Andrew,M,Garza
1970-09-28,ID18864591412,2999-12-31,2018-06-01,Jean,F,Davis
1965-04-27,ID18886620803,2020-03-28,2018-01-01,Pamela,F,Mori
1969-07-24,ID18905956502,2999-12-31,2019-10-01,Thomas,M,Bream
1952-07-23,ID18939361876,2999-12-31,2019-05-01,Barbara,F,Patterson
1956-08-18,ID18958414122,2999-12-31,2019-09-01,Rose,F,James
1966-12-05,ID18977225372,2020-05-28,2019-05-01,Mikel,M,Capellan
1991-07-14,ID18984805368,2020-04-28,2019-09-01,Sara,F,Judd
1973-08-26,ID18992070580,2020-02-28,2019-09-01,Vera,F,Miller
1977-04-28,ID18994622032,2999-12-31,2018-05-01,William,M,Ennis
1969-07-23,ID19007508476,2020-03-28,2019-01-01,Cathy,F,Beasley
1967-08-22,ID19083929378,2017-10-01,2017-04-01,Gary,M,Smith
1967-08-22,ID19083929378,2999-12-31,2018-07-01,Gary,M,Smith
1963-12-31,ID19127760541,2999-12-31,2020-05-01,Joanna,F,Terry
1960-02-06,ID19155991725,2999-12-31,2018-09-01,Timothy,M,Dona
1969-09-15,ID19175806035,2999-12-31,2020-06-01,Ira,F,Black
1960-12-26,ID19224479270,2020-06-28,2019-09-01,Jeffery,M,Moss
1960-12-26,ID19224479270,2018-12-01,2018-06-01,Jeffery,M,Moss
1975-03-16,ID19228859666,2020-04-28,2019-02-01,Tad,M,Johnson
1975-03-16,ID19228859666,2018-05-01,2017-11-01,Tad,M,Johnson
1976-04-05,ID19264238170,2999-12-31,2019-10-01,Katrina,F,Simpson
1963-06-09,ID19283455889,2999-12-31,2018-07-01,Erma,F,Daughtry
1968-11-29,ID19296370230,2999-12-31,2019-05-01,Dorothy,F,Lavalley
1957-02-15,ID19316986835,2020-04-28,2020-09-01,Orpha,F,Montenegro
1948-01-15,ID19336092700,2020-07-28,2018-04-01,Edna,F,Smith
1963-09-14,ID19421770417,2999-12-31,2020-02-01,Adelaide,F,Valentine
1981-07-18,ID19445022917,2020-06-28,2020-07-01,Janet,F,Byers
1965-01-16,ID19460756141,2019-10-01,2019-04-01,Catharine,F,Devito
1965-01-16,ID19460756141,2999-12-31,2020-07-01,Catharine,F,Devito
2002-12-21,ID19482325366,2999-12-31,2020-02-01,Audry,F,Lanham
1992-05-24,ID19483759911,2999-12-31,2020-04-01,Jennifer,F,Peters
1964-09-19,ID19489412638,2020-02-28,2018-02-01,William,M,Hernandez
1987-07-24,ID19555031788,2999-12-31,2020-05-01,Richard,M,Phillips
1947-11-20,ID19555995352,2017-08-01,2017-02-01,Francis,F,Harmon
1947-11-20,ID19555995352,2020-02-28,2018-05-01,Francis,F,Harmon
1968-09-05,ID19572360031,2999-12-31,2020-01-01,Kevin,M,Metz
1968-09-05,ID19572360031,2019-04-01,2018-10-01,Kevin,M,Metz
1977-11-02,ID19604981380,2999-12-31,2020-07-01,Kenneth,M,Hartage
1976-10-25,ID19608131727,2999-12-31,2018-07-01,David,M,Deal
1961-11-28,ID19641411467,2999-12-31,2019-08-01,Karina,F,Few
1961-06-21,ID19648465881,2999-12-31,2019-07-01,Diana,F,Chavez
1978-09-08,ID19699220846,2020-04-28,2018-03-01,Sherri,F,Langlois
1978-09-08,ID19699220846,2017-06-01,2016-12-01,Sherri,F,Langlois
1962-11-05,ID19700694099,2999-12-31,2018-02-01,Clyde,M,Bugbee
1967-10-15,ID19704451455,2020-06-28,2020-06-01,Rolland,M,Speegle
1962-11-03,ID19714479878,2999-12-31,2018-02-01,Santo,M,Prahm
1960-07-25,ID19718458470,2020-04-28,2019-07-01,Brice,M,Huffman
1986-08-05,ID19735418927,2999-12-31,2019-01-01,Keeley,F,Hill
1960-08-30,ID19758093616,2020-05-28,2019-03-01,Estella,F,Henderson
1966-01-26,ID19761102925,2018-04-01,2017-10-01,Richard,M,Lu
1966-01-26,ID19761102925,2020-04-28,2019-01-01,Richard,M,Lu
1964-06-21,ID19798126353,2019-08-01,2019-02-01,Brent,M,Bouie
1964-06-21,ID19798126353,2999-12-31,2020-05-01,Brent,M,Bouie
1970-09-11,ID19866024916,2017-07-01,2017-01-01,Lucia,F,Brown
1970-09-11,ID19866024916,2999-12-31,2018-04-01,Lucia,F,Brown
1968-01-21,ID19884013756,2020-01-28,2018-09-01,Mary,F,Lopez
1961-10-31,ID20000023167,2018-07-01,2018-01-01,Sally,F,Brown
1961-10-31,ID20000023167,2999-12-31,2019-04-01,Sally,F,Brown
1965-07-25,ID20004056419,2020-06-28,2019-03-01,Vernon,M,Ramirez
1963-02-01,ID20005216861,2999-12-31,2019-06-01,Kathrine,F,Parker
1973-10-19,ID20013656694,2999-12-31,2020-01-01,Taylor,M,Westphal
1961-04-08,ID20033956514,2020-01-28,2019-03-01,Gertrude,F,Wood
1966-04-03,ID20035291817,2020-06-28,2019-10-01,Douglas,M,Ortiz
1980-01-31,ID20117380676,2020-03-28,2019-08-01,Edward,M,Love
1975-02-25,ID20169205887,2999-12-31,2019-06-01,Daniel,M,Frazier
1956-04-02,ID20183796628,2020-02-28,2020-07-01,Virgie,F,Broach
1952-08-19,ID20233581043,2019-12-01,2019-06-01,Becky,F,Jackson
1952-08-19,ID20233581043,2020-06-28,2020-09-01,Becky,F,Jackson
1965-03-06,ID20248451577,2020-02-28,2019-05-01,Richard,M,Gibson
1977-05-12,ID20291058812,2018-04-01,2017-10-01,Shelley,F,Torrez
1977-05-12,ID20291058812,2020-03-28,2019-01-01,Shelley,F,Torrez
1961-10-16,ID20321682606,2020-07-28,2019-09-01,Marie,F,Kottke
1961-10-16,ID20321682606,2018-12-01,2018-06-01,Marie,F,Kottke
1971-08-03,ID20358745442,2020-02-28,2018-07-01,Consuelo,F,Glover
1971-08-03,ID20358745442,2017-10-01,2017-04-01,Consuelo,F,Glover
1959-01-07,ID20433752495,2020-07-28,2019-04-01,Paul,M,Monroe
1960-07-24,ID20497591458,2020-03-28,2019-04-01,John,M,Pyles
1960-07-24,ID20497591458,2018-07-01,2018-01-01,John,M,Pyles
1955-03-11,ID20523000611,2020-06-28,2018-07-01,Dolly,F,Ferrell
1968-09-24,ID20532730451,2999-12-31,2018-01-01,James,M,Errington
1960-02-01,ID20623240566,2019-04-01,2018-10-01,Shawn,F,Walsh
1960-02-01,ID20623240566,2020-02-28,2020-01-01,Shawn,F,Walsh
1964-10-02,ID20715633904,2999-12-31,2018-09-01,Lupe,F,Durbin
1962-09-30,ID20726144585,2020-02-28,2020-02-01,Jennifer,F,Perry
1966-03-04,ID20813909219,2020-01-28,2020-08-01,Dennis,M,Elwood
1966-03-04,ID20813909219,2019-11-01,2019-05-01,Dennis,M,Elwood
1952-07-05,ID20841319759,2020-01-28,2020-06-01,Elva,F,Caravello
1962-11-09,ID20845612828,2999-12-31,2018-09-01,Craig,M,Gilliam
1955-12-24,ID20876364081,2999-12-31,2019-09-01,Gloria,F,Gibbs
1953-08-26,ID20879290967,2020-03-28,2020-06-01,Wynona,F,Jones
1973-12-16,ID20956882159,2020-07-28,2020-03-01,Susan,F,Williams
1966-08-27,ID20958348926,2020-03-28,2019-05-01,Katherine,F,Gutierrez
1955-04-23,ID20967279212,2020-06-28,2019-08-01,Julia,F,Carter
1955-11-25,ID20986753272,2020-04-28,2020-09-01,Dora,F,Douglas
1959-06-25,ID21018743469,2017-12-01,2017-06-01,Jacob,M,Jenkins
1959-06-25,ID21018743469,2999-12-31,2018-09-01,Jacob,M,Jenkins
1957-08-22,ID21024957644,2020-06-28,2020-10-01,Dianne,F,Pulcher
1953-06-20,ID21028318444,2999-12-31,2019-06-01,Michael,M,Floyd
1947-06-09,ID21066153241,2020-05-28,2020-08-01,Richard,M,Palmer
1965-05-26,ID21145218778,2999-12-31,2018-06-01,Calvin,M,Baker
1959-12-19,ID21150707592,2020-02-28,2020-03-01,Patricia,F,Schneider
1965-06-05,ID21180772451,2999-12-31,2020-03-01,Patricia,F,Gandolfi
1990-03-15,ID21208507036,2999-12-31,2020-07-01,Julie,F,Ramgel
1955-08-12,ID21214958535,2020-01-28,2020-05-01,Jessica,F,Martin
1960-10-09,ID21307369793,2020-03-28,2018-04-01,Dorothy,F,Kosloski
1958-07-08,ID21358643455,2020-04-28,2018-06-01,Nicole,F,Byrd
1965-11-04,ID21504056330,2999-12-31,2019-03-01,Rose,F,Garcia
1950-10-14,ID21546267595,2020-06-28,2019-07-01,Mildred,F,Boyd
1965-12-26,ID21668600480,2020-04-28,2020-03-01,Paul,M,Ritter
1956-01-08,ID21688098611,2999-12-31,2020-08-01,Christine,F,Audette
1950-11-09,ID21728266332,2020-04-28,2019-07-01,Barbara,F,Brown
1970-10-07,ID21760742948,2999-12-31,2018-08-01,Sonja,F,Baum
1968-06-03,ID21776697965,2020-01-28,2018-08-01,Shara,F,Gillins
1950-02-28,ID21789256719,2020-04-28,2018-04-01,Keith,M,Crowther
1966-03-10,ID21803385665,2999-12-31,2020-04-01,Lois,F,Kinsman
1959-12-29,ID21827590297,2999-12-31,2018-07-01,Lorraine,F,Mahle
1959-12-29,ID21827590297,2017-10-01,2017-04-01,Lorraine,F,Mahle
1965-06-24,ID21861531715,2018-01-01,2017-07-01,Dwayne,M,Jarrett
1965-06-24,ID21861531715,2999-12-31,2018-10-01,Dwayne,M,Jarrett
1968-11-20,ID21895878215,2020-04-28,2018-02-01,Lita,F,Jones
1962-10-11,ID21903145707,2020-06-28,2020-09-01,Richard,M,Stinchfield
1957-09-25,ID21907515834,2999-12-31,2018-09-01,David,M,Price
1957-04-03,ID21910649879,2999-12-31,2018-07-01,Helen,F,Grabner
1968-11-05,ID21918197550,2020-02-28,2018-10-01,Andrew,M,Dejohn
1987-01-20,ID21949046668,2020-01-28,2020-10-01,John,M,Steinbach
1969-07-29,ID21983673465,2020-07-28,2018-01-01,Jerry,M,Hopper
1959-11-10,ID21988609403,2020-04-28,2020-07-01,Joseph,M,Tolbert
1959-11-10,ID21988609403,2019-10-01,2019-04-01,Joseph,M,Tolbert
1969-02-28,ID22003277796,2999-12-31,2019-07-01,Scott,M,Cantrell
1952-07-22,ID22026409312,2020-06-28,2018-04-01,Deborah,F,Head
1952-07-22,ID22026409312,2017-07-01,2017-01-01,Deborah,F,Head
1962-05-14,ID22080414139,2020-03-28,2019-01-01,Donnie,M,Ngo
1962-05-14,ID22080414139,2018-04-01,2017-10-01,Donnie,M,Ngo
1961-10-15,ID22133710147,2020-07-28,2020-09-01,Maria,F,Stephens
1954-09-21,ID22193547784,2019-01-01,2018-07-01,Brandy,F,Ribeiro
1954-09-21,ID22193547784,2999-12-31,2019-10-01,Brandy,F,Ribeiro
1996-03-02,ID22220927664,2999-12-31,2018-03-01,Max,M,Ran
1996-03-02,ID22220927664,2017-06-01,2016-12-01,Max,M,Ran
1969-05-29,ID22229520176,2020-05-28,2018-10-01,Sherry,F,Boedeker
1954-02-18,ID22229734192,2999-12-31,2018-02-01,Paula,F,Rivera
1971-05-01,ID22274157405,2999-12-31,2018-10-01,Willis,M,Laferriere
1962-08-08,ID22305635425,2020-07-28,2018-05-01,Sara,F,Ignacio
1962-08-08,ID22305635425,2017-08-01,2017-02-01,Sara,F,Ignacio
1949-10-23,ID22440623435,2020-07-28,2019-03-01,Elvira,F,Friend
1960-07-04,ID22446884407,2020-06-28,2020-07-01,Lori,F,Alonso
1970-12-28,ID22510471191,2020-07-28,2020-10-01,Patricia,F,Niederberger
1969-11-26,ID22519497754,2020-01-28,2020-08-01,Crystal,F,Valencia
1974-09-10,ID22603396385,2999-12-31,2020-09-01,Kerry,F,Hawkins
1955-05-18,ID22617964321,2999-12-31,2020-09-01,Sylvia,F,Baker
1970-11-10,ID22623972578,2999-12-31,2020-07-01,Don,M,Packard
1978-10-30,ID22624407454,2019-06-01,2018-12-01,James,M,Troy
1978-10-30,ID22624407454,2020-02-28,2020-03-01,James,M,Troy
1980-01-12,ID22696461846,2020-06-28,2018-07-01,Ronald,M,Stjohn
1970-11-28,ID22707699485,2020-01-28,2019-02-01,Michelle,F,Arnold
1973-02-01,ID22793925947,2999-12-31,2018-06-01,Sue,F,Cross
1975-05-18,ID22805803501,2020-06-28,2020-08-01,Amanda,F,Lynn
1976-04-21,ID22819924118,2999-12-31,2019-06-01,Anne,F,Dawson
1970-02-18,ID22848373440,2020-03-28,2019-07-01,Kathy,F,Gooch
1970-02-18,ID22848373440,2018-10-01,2018-04-01,Kathy,F,Gooch
1954-07-19,ID22871676728,2999-12-31,2020-10-01,Roberta,F,Nealy
1973-03-05,ID22878892178,2020-04-28,2019-05-01,Marissa,F,Mack
1956-01-05,ID22903918090,2999-12-31,2018-02-01,Larry,M,Lemmon
1966-12-24,ID23062567344,2020-03-28,2019-03-01,Rosemary,F,Morehouse
1973-07-17,ID23097690025,2999-12-31,2018-09-01,Brian,M,Harvey
1973-07-17,ID23097690025,2017-12-01,2017-06-01,Brian,M,Harvey
1972-12-28,ID23145526798,2020-02-28,2020-04-01,Rodney,M,Moronta
1972-05-04,ID23153137634,2019-12-01,2019-06-01,Donald,M,Hensley
1972-05-04,ID23153137634,2999-12-31,2020-09-01,Donald,M,Hensley
1979-08-02,ID23180487878,2020-03-28,2019-01-01,Julie,F,Ashby
1966-04-08,ID23230386186,2999-12-31,2020-10-01,Dean,M,Schmidt
1967-09-08,ID23249304880,2999-12-31,2019-09-01,William,M,Humber
1960-11-21,ID23290476088,2020-04-28,2019-01-01,Bessie,F,Hall
1963-04-28,ID23291351933,2019-08-01,2019-02-01,Steven,M,Cirone
1963-04-28,ID23291351933,2999-12-31,2020-05-01,Steven,M,Cirone
1961-12-04,ID23295836991,2020-03-28,2020-06-01,John,M,Reed
1961-12-04,ID23295836991,2019-09-01,2019-03-01,John,M,Reed
1968-07-05,ID23360090032,2999-12-31,2019-05-01,Michael,M,Garvey
1963-04-14,ID23367096883,2020-01-28,2020-08-01,Maria,F,Gilliard
1955-04-01,ID23411204537,2018-05-01,2017-11-01,Kathyrn,F,Longoria
1955-04-01,ID23411204537,2020-07-28,2019-02-01,Kathyrn,F,Longoria
1968-04-09,ID23487767557,2020-05-28,2019-08-01,Miguel,M,Knauf
1984-10-06,ID23497027056,2020-05-28,2019-09-01,Shirley,F,Pennington
1974-04-25,ID23497688983,2020-03-28,2020-07-01,Joe,M,Wheatley
1955-01-18,ID23561398164,2020-01-28,2019-10-01,Hugh,M,Dawson
1952-12-02,ID23607758392,2999-12-31,2020-09-01,Nancy,F,Waite
1966-04-28,ID23625752883,2999-12-31,2020-04-01,Mildred,F,Ellis
1969-10-17,ID23663938120,2999-12-31,2019-03-01,Sheila,F,Garwood
1959-12-22,ID23665143738,2999-12-31,2019-01-01,Hazel,F,Dunkerson
1970-07-25,ID23683902603,2999-12-31,2018-09-01,Jean,F,Hardy
1953-07-16,ID23713770002,2999-12-31,2020-05-01,Priscilla,F,Salak
1969-08-24,ID23715423994,2020-03-28,2020-03-01,James,M,Benner
1949-08-07,ID23716080640,2017-04-01,2016-10-01,Janice,F,Parkman
1949-08-07,ID23716080640,2020-01-28,2018-01-01,Janice,F,Parkman
1978-12-31,ID23719614881,2999-12-31,2020-10-01,Leona,F,Guess
1968-10-20,ID23745393743,2018-08-01,2018-02-01,Treasa,F,Intrieri
1968-10-20,ID23745393743,2999-12-31,2019-05-01,Treasa,F,Intrieri
1970-05-29,ID23769763264,2999-12-31,2018-07-01,Micheal,M,Ripley
1970-05-29,ID23769763264,2017-10-01,2017-04-01,Micheal,M,Ripley
1970-07-22,ID23814688482,2019-04-01,2018-10-01,Amanda,F,Moseley
1970-07-22,ID23814688482,2999-12-31,2020-01-01,Amanda,F,Moseley
1953-12-27,ID23884548722,2999-12-31,2019-07-01,Janet,F,Cox
1969-10-30,ID23984241161,2999-12-31,2019-01-01,Catherine,F,Oconnor
1976-02-02,ID24000526489,2020-03-28,2020-06-01,Cindy,F,Carmichael
1970-07-28,ID24048071405,2019-08-01,2019-02-01,Michelle,F,Santana
1970-07-28,ID24048071405,2999-12-31,2020-05-01,Michelle,F,Santana
1978-04-07,ID24085550481,2017-05-01,2016-11-01,Jon,M,Woodford
1978-04-07,ID24085550481,2020-01-28,2018-02-01,Jon,M,Woodford
1991-05-18,ID24105484204,2020-07-28,2019-08-01,Maria,F,Potter
1964-11-26,ID24107117632,2999-12-31,2020-07-01,Gloria,F,Edwards
1973-01-11,ID24139530737,2019-07-01,2019-01-01,Elena,F,Reid
1973-01-11,ID24139530737,2999-12-31,2020-04-01,Elena,F,Reid
1949-10-04,ID24184749282,2018-04-01,2017-10-01,William,M,Moreno
1949-10-04,ID24184749282,2020-06-28,2019-01-01,William,M,Moreno
1948-07-02,ID24202128704,2020-03-28,2020-06-01,Thomas,M,Scheele
1992-12-09,ID24228011931,2999-12-31,2019-06-01,Sarah,F,Rosas
1964-11-28,ID24293446105,2020-07-28,2019-08-01,Lue,F,Heisler
1951-12-14,ID24299545510,2019-01-01,2018-07-01,Eunice,F,Petko
1951-12-14,ID24299545510,2999-12-31,2019-10-01,Eunice,F,Petko
1969-04-24,ID24314708650,2020-07-28,2018-03-01,Tracy,F,Johnson
1959-09-21,ID24391142316,2020-04-28,2019-02-01,Stacy,F,Smith
1998-12-06,ID24470135480,2020-02-28,2020-06-01,Janice,F,Sinclair
1958-06-22,ID24570462415,2019-06-01,2018-12-01,Lawrence,M,Fulton
1958-06-22,ID24570462415,2020-04-28,2020-03-01,Lawrence,M,Fulton
1953-04-28,ID24574757005,2020-07-28,2019-04-01,Monika,F,Wegner
1968-08-08,ID24581518366,2020-06-28,2020-05-01,Cora,F,Stultz
1968-08-08,ID24581518366,2019-08-01,2019-02-01,Cora,F,Stultz
1965-10-04,ID24591086238,2020-07-28,2018-03-01,Wanda,F,Ford
1954-06-18,ID24593999950,2017-12-01,2017-06-01,Yolanda,F,Marquez
1954-06-18,ID24593999950,2020-06-28,2018-09-01,Yolanda,F,Marquez
1967-02-09,ID24612511643,2999-12-31,2020-01-01,Carl,M,Mahood
1967-02-09,ID24612511643,2019-04-01,2018-10-01,Carl,M,Mahood
1953-04-22,ID24651679890,2020-01-28,2020-02-01,Bonnie,F,Fitch
1955-01-20,ID24701663360,2020-01-28,2018-05-01,Jacqueline,F,Mitchell
1955-01-12,ID24712516341,2999-12-31,2020-04-01,Catherine,F,Hunt
1968-06-28,ID24762422634,2020-05-28,2019-10-01,Carol,F,Meagher
1978-06-05,ID24780325748,2020-03-28,2019-04-01,Tony,M,Valencia
1957-09-18,ID24807220893,2999-12-31,2018-06-01,Peggy,F,Fanno
1953-04-07,ID24810149866,2018-09-01,2018-03-01,Bridget,F,Patel
1953-04-07,ID24810149866,2020-04-28,2019-06-01,Bridget,F,Patel
1986-03-27,ID24860319095,2999-12-31,2020-03-01,Pauline,F,Rutt
1959-06-11,ID24862467230,2999-12-31,2018-07-01,Jessie,F,Wanzer
1959-06-11,ID24862467230,2017-10-01,2017-04-01,Jessie,F,Wanzer
1956-07-21,ID24881519035,2999-12-31,2018-07-01,Gertrude,F,Barringer
1982-07-17,ID24986303076,2999-12-31,2020-05-01,Delilah,F,Kitchen
1970-11-26,ID25004852632,2020-05-28,2019-07-01,Duane,M,Santana
1965-12-07,ID25033850002,2017-11-01,2017-05-01,Ruth,F,Ray
1965-12-07,ID25033850002,2999-12-31,2018-08-01,Ruth,F,Ray
1962-04-13,ID25045380393,2020-01-28,2018-03-01,Gayle,F,Griffith
1959-08-18,ID25073092563,2020-05-28,2018-09-01,Janelle,F,Swineford
